Vendor Name,Product Setting,Business State/Territory,Specialty,Attestation Date,Attestations
Epic,Inpatient,HI,Cardiovascular Disease (Cardiology),04/01/2012,2
Cerner,Ambulatory,NJ,Cardiovascular Disease (Cardiology),01/01/2013,46
Practice Fusion,Ambulatory,SD,General Surgery,01/01/2013,1
eClinicalWorks LLC,Ambulatory,OK,Internal Medicine,05/01/2012,1
Allscripts,Ambulatory,UT,Others,11/01/2012,1
Allscripts,Ambulatory,OR,Family Practice,09/01/2012,1
Practice Fusion,Ambulatory,NY,Optometry,01/01/2012,2
Practice Fusion,Ambulatory,NY,Optometry,01/01/2013,2
Cerner,Ambulatory,MN,Internal Medicine,09/01/2012,2
Practice Fusion,Ambulatory,IL,Internal Medicine,12/01/2011,18
Practice Fusion,Ambulatory,IL,Internal Medicine,12/01/2012,13
eClinicalWorks LLC,Ambulatory,TX,Podiatry,09/01/2012,1
Allscripts,Ambulatory,CA,General Surgery,11/01/2012,14
Cerner,Ambulatory,NY,Podiatry,02/01/2012,3
Allscripts,Ambulatory,IL,Family Practice,09/01/2011,1
Allscripts,Ambulatory,IL,Family Practice,09/01/2012,5
Others,Ambulatory,MT,Family Practice,09/01/2012,4
Others,Inpatient,WI,Family Practice,10/01/2012,5
GE Healthcare,Ambulatory,MA,Obstetrics/Gynecology,09/01/2012,4
Allscripts,Ambulatory,MI,Internal Medicine,10/01/2011,5
Allscripts,Ambulatory,MI,Internal Medicine,10/01/2012,15
Others,Ambulatory,OR,Others,12/01/2012,35
GE Healthcare,Ambulatory,ID,Internal Medicine,10/01/2012,2
Others,Ambulatory,OR,Others,12/01/2011,11
"Greenway Medical Technologies, Inc.",Ambulatory,UT,Obstetrics/Gynecology,10/01/2011,4
Allscripts,Ambulatory,CT,Others,02/01/2012,4
Cerner,Ambulatory,AZ,Podiatry,01/01/2013,4
Cerner,Ambulatory,AZ,Podiatry,01/01/2012,4
GE Healthcare,Ambulatory,NH,Orthopedic Surgery,10/01/2012,1
eClinicalWorks LLC,Ambulatory,OH,Orthopedic Surgery,11/01/2012,2
eClinicalWorks LLC,Ambulatory,OH,Orthopedic Surgery,11/01/2011,2
McKesson,Ambulatory,MS,Family Practice,10/01/2012,12
Others,Inpatient,CA,Others,02/01/2012,1
Epic,Ambulatory,IL,Family Practice,02/01/2012,84
"Greenway Medical Technologies, Inc.",Ambulatory,PA,Gastroenterology,01/01/2013,1
Practice Fusion,Ambulatory,IN,Internal Medicine,01/01/2013,4
"Greenway Medical Technologies, Inc.",Ambulatory,FL,General Surgery,12/01/2011,7
"Greenway Medical Technologies, Inc.",Ambulatory,FL,General Surgery,12/01/2012,2
Cerner,Inpatient,NY,Others,07/01/2012,3
Others,Ambulatory,OK,Family Practice,12/01/2012,8
eClinicalWorks LLC,Ambulatory,ME,Others,05/01/2012,1
Epic,Ambulatory,NC,General Surgery,12/01/2012,18
Others,Ambulatory,LA,Family Practice,02/01/2012,2
Epic,Ambulatory,MO,Family Practice,11/01/2012,15
NextGen,Ambulatory,MD,Family Practice,03/01/2012,1
Others,Ambulatory,WV,Optometry,05/01/2011,2
McKesson,Ambulatory,MI,Family Practice,09/01/2012,1
eClinicalWorks LLC,Ambulatory,CA,Cardiovascular Disease (Cardiology),06/01/2012,1
Others,Ambulatory,CO,General Surgery,12/01/2012,9
Practice Fusion,Ambulatory,NY,Podiatry,02/01/2012,2
eClinicalWorks LLC,Ambulatory,MI,Others,06/01/2012,6
Epic,Ambulatory,CA,Family Practice,10/01/2011,1
Epic,Ambulatory,CA,Family Practice,10/01/2012,66
Others,Ambulatory,ME,Podiatry,12/01/2011,1
Others,Ambulatory,ME,Podiatry,12/01/2012,1
Practice Fusion,Ambulatory,CA,Internal Medicine,10/01/2012,18
Cerner,Ambulatory,NJ,Others,09/01/2011,6
Cerner,Ambulatory,NJ,Others,09/01/2012,4
NextGen,Ambulatory,NH,Internal Medicine,12/01/2012,1
Epic,Ambulatory,ID,Cardiovascular Disease (Cardiology),11/01/2012,14
Others,Ambulatory,NC,Gastroenterology,02/01/2012,7
Others,Ambulatory,MA,Cardiovascular Disease (Cardiology),08/01/2011,1
Others,Ambulatory,MA,Cardiovascular Disease (Cardiology),08/01/2012,8
GE Healthcare,Ambulatory,IN,Obstetrics/Gynecology,12/01/2011,2
Others,Ambulatory,SC,Family Practice,04/01/2012,4
GE Healthcare,Ambulatory,NH,Internal Medicine,02/01/2012,14
GE Healthcare,Ambulatory,TX,Podiatry,05/01/2012,3
eClinicalWorks LLC,Ambulatory,LA,Gastroenterology,12/01/2011,1
Practice Fusion,Ambulatory,MO,Internal Medicine,12/01/2011,1
Practice Fusion,Ambulatory,MO,Internal Medicine,12/01/2012,2
eClinicalWorks LLC,Ambulatory,AZ,Obstetrics/Gynecology,06/01/2012,1
Cerner,Ambulatory,WI,Optometry,01/01/2013,2
Allscripts,Ambulatory,CT,Podiatry,12/01/2012,1
NextGen,Ambulatory,WA,Orthopedic Surgery,06/01/2012,1
Others,Ambulatory,NJ,Optometry,12/01/2011,18
Others,Ambulatory,IN,Family Practice,01/01/2013,38
Others,Ambulatory,IN,Family Practice,01/01/2012,12
NextGen,Ambulatory,CA,Internal Medicine,10/01/2012,17
Epic,Ambulatory,MO,General Surgery,09/01/2012,3
Allscripts,Ambulatory,ME,Internal Medicine,12/01/2011,1
Epic,Ambulatory,MI,Family Practice,04/01/2012,2
Allscripts,Ambulatory,KY,Family Practice,11/01/2012,5
eClinicalWorks LLC,Ambulatory,MA,Internal Medicine,02/01/2012,27
Epic,Ambulatory,LA,Others,01/01/2013,15
Others,Ambulatory,PA,Obstetrics/Gynecology,01/01/2013,67
Others,Ambulatory,PA,Obstetrics/Gynecology,01/01/2012,1
Allscripts,Ambulatory,AR,Family Practice,05/01/2012,18
GE Healthcare,Ambulatory,IA,Others,07/01/2012,15
eClinicalWorks LLC,Ambulatory,ME,Internal Medicine,05/01/2012,1
Epic,Inpatient,KY,N/A,11/01/2012,1
NextGen,Ambulatory,UT,Gastroenterology,05/01/2012,13
Epic,Ambulatory,MI,Internal Medicine,10/01/2012,4
Epic,Ambulatory,MI,Internal Medicine,10/01/2011,3
McKesson,Ambulatory,AL,Family Practice,01/01/2013,5
NextGen,Ambulatory,VA,Optometry,01/01/2013,7
Allscripts,Ambulatory,MA,Podiatry,12/01/2012,4
Allscripts,Ambulatory,GA,Internal Medicine,06/01/2012,2
Practice Fusion,Ambulatory,IN,Internal Medicine,10/01/2012,1
Others,Ambulatory,KS,Optometry,06/01/2012,2
Others,Ambulatory,NM,Others,11/01/2011,2
eClinicalWorks LLC,Ambulatory,GA,Others,06/01/2012,7
Others,Ambulatory,NJ,General Surgery,07/01/2011,6
Others,Ambulatory,MS,Obstetrics/Gynecology,01/01/2012,16
Others,Ambulatory,MS,Obstetrics/Gynecology,01/01/2013,17
McKesson,Ambulatory,MT,Family Practice,01/01/2013,3
Allscripts,Ambulatory,WI,General Surgery,02/01/2012,1
Others,Ambulatory,NJ,Others,09/01/2012,96
eClinicalWorks LLC,Ambulatory,WV,Others,04/01/2012,3
Allscripts,Ambulatory,NV,Cardiovascular Disease (Cardiology),10/01/2011,1
eClinicalWorks LLC,Ambulatory,NY,Family Practice,04/01/2012,5
"Greenway Medical Technologies, Inc.",Ambulatory,MS,Obstetrics/Gynecology,09/01/2011,2
NextGen,Ambulatory,CA,Optometry,12/01/2012,2
Others,Ambulatory,GA,General Surgery,06/01/2012,3
Allscripts,Ambulatory,HI,Internal Medicine,07/01/2012,8
Epic,Ambulatory,FL,Internal Medicine,05/01/2012,2
NextGen,Ambulatory,ID,Others,09/01/2012,2
Epic,Inpatient,IN,N/A,11/01/2011,3
Epic,Inpatient,IN,N/A,11/01/2012,3
eClinicalWorks LLC,Ambulatory,KS,Others,11/01/2012,2
Others,Ambulatory,PA,Others,12/01/2011,81
Others,Ambulatory,PA,Others,12/01/2012,148
eClinicalWorks LLC,Ambulatory,NE,Obstetrics/Gynecology,01/01/2012,3
Others,Ambulatory,NC,Cardiovascular Disease (Cardiology),06/01/2012,5
Others,Inpatient,KS,Others,09/01/2012,1
Others,Ambulatory,WI,Internal Medicine,04/01/2012,1
NextGen,Ambulatory,NM,Internal Medicine,11/01/2012,1
Cerner,Ambulatory,HI,Cardiovascular Disease (Cardiology),02/01/2012,2
Allscripts,Ambulatory,UT,Others,12/01/2011,9
Allscripts,Ambulatory,UT,Others,12/01/2012,8
Cerner,Inpatient,LA,N/A,11/01/2012,5
Epic,Ambulatory,PA,Internal Medicine,12/01/2011,61
Epic,Ambulatory,PA,Internal Medicine,12/01/2012,7
eClinicalWorks LLC,Ambulatory,MA,Gastroenterology,11/01/2011,4
Others,Ambulatory,MA,Optometry,10/01/2011,1
Others,Ambulatory,MA,Optometry,10/01/2012,9
eClinicalWorks LLC,Ambulatory,MA,Gastroenterology,11/01/2012,2
Epic,Ambulatory,KS,Others,04/01/2012,2
Others,Ambulatory,HI,Cardiovascular Disease (Cardiology),04/01/2012,1
Others,Ambulatory,NV,Optometry,12/01/2012,9
Others,Ambulatory,GA,Family Practice,01/01/2012,24
Others,Ambulatory,GA,Family Practice,01/01/2013,31
Others,Ambulatory,OH,Optometry,11/01/2012,35
Practice Fusion,Ambulatory,OR,Family Practice,11/01/2012,1
GE Healthcare,Ambulatory,CO,Cardiovascular Disease (Cardiology),02/01/2012,1
Epic,Ambulatory,IL,Gastroenterology,06/01/2012,3
Cerner,Inpatient,NC,Podiatry,09/01/2011,1
eClinicalWorks LLC,Ambulatory,KY,Internal Medicine,12/01/2011,1
eClinicalWorks LLC,Ambulatory,KY,Internal Medicine,12/01/2012,1
Others,Inpatient,IN,N/A,09/01/2012,20
eClinicalWorks LLC,Ambulatory,NH,Others,06/01/2012,3
NextGen,Ambulatory,MI,Cardiovascular Disease (Cardiology),01/01/2013,1
NextGen,Ambulatory,MI,Cardiovascular Disease (Cardiology),01/01/2012,2
Others,Inpatient,IN,N/A,09/01/2011,3
Cerner,Ambulatory,AZ,Others,01/01/2013,114
Others,Ambulatory,NC,Family Practice,02/01/2012,19
Epic,Ambulatory,MN,Others,05/01/2012,10
Others,Ambulatory,TX,Family Practice,12/01/2011,51
eClinicalWorks LLC,Ambulatory,RI,Others,10/01/2012,1
Others,Ambulatory,OH,Podiatry,12/01/2012,17
Others,Ambulatory,OH,Podiatry,12/01/2011,26
Cerner,Inpatient,MN,N/A,07/01/2012,6
Epic,Inpatient,HI,General Surgery,01/01/2013,1
GE Healthcare,Ambulatory,WA,Internal Medicine,01/01/2013,5
GE Healthcare,Ambulatory,PA,Internal Medicine,09/01/2011,7
Practice Fusion,Ambulatory,MI,Orthopedic Surgery,04/01/2012,1
Others,Ambulatory,UT,Obstetrics/Gynecology,01/01/2013,2
Epic,Ambulatory,OH,Internal Medicine,07/01/2012,60
Epic,Ambulatory,OH,Internal Medicine,07/01/2011,38
"Greenway Medical Technologies, Inc.",Ambulatory,IN,Obstetrics/Gynecology,12/01/2012,3
"Greenway Medical Technologies, Inc.",Ambulatory,IN,Obstetrics/Gynecology,12/01/2011,3
Others,Ambulatory,OH,Orthopedic Surgery,08/01/2012,3
Others,Ambulatory,OK,General Surgery,02/01/2012,1
Others,Ambulatory,IA,Others,08/01/2012,8
Others,Ambulatory,CA,Cardiovascular Disease (Cardiology),05/01/2011,1
Allscripts,Ambulatory,GA,Family Practice,07/01/2012,2
eClinicalWorks LLC,Ambulatory,WA,Podiatry,05/01/2011,1
Epic,Ambulatory,OH,Orthopedic Surgery,12/01/2012,5
Epic,Ambulatory,OH,Orthopedic Surgery,12/01/2011,8
Others,Ambulatory,MA,Family Practice,12/01/2011,41
Others,Ambulatory,MA,Family Practice,12/01/2012,21
Others,Ambulatory,NC,Gastroenterology,11/01/2012,14
Allscripts,Ambulatory,FL,Others,01/01/2013,104
Allscripts,Ambulatory,FL,Others,01/01/2012,23
Others,Ambulatory,NC,Orthopedic Surgery,08/01/2012,5
Others,Ambulatory,WY,Internal Medicine,04/01/2012,1
McKesson,Ambulatory,FL,Cardiovascular Disease (Cardiology),01/01/2013,1
Others,Ambulatory,NV,Others,07/01/2012,3
Others,Ambulatory,NV,Others,07/01/2011,1
Cerner,Ambulatory,NJ,Others,02/01/2012,6
McKesson,Ambulatory,AL,Family Practice,10/01/2012,2
NextGen,Ambulatory,PA,Internal Medicine,11/01/2012,3
Others,Inpatient,FL,N/A,07/01/2012,37
GE Healthcare,Ambulatory,ME,Cardiovascular Disease (Cardiology),07/01/2012,1
Cerner,Inpatient,FL,General Surgery,01/01/2013,15
Others,Ambulatory,PA,Gastroenterology,04/01/2012,11
Others,Ambulatory,KY,Obstetrics/Gynecology,01/01/2012,2
"Greenway Medical Technologies, Inc.",Ambulatory,WV,Family Practice,06/01/2012,2
McKesson,Ambulatory,MI,Orthopedic Surgery,01/01/2013,17
GE Healthcare,Ambulatory,NH,Others,09/01/2012,6
GE Healthcare,Ambulatory,AL,Others,07/01/2012,6
Practice Fusion,Ambulatory,CA,Others,09/01/2011,2
Practice Fusion,Ambulatory,CA,Others,09/01/2012,13
NextGen,Ambulatory,IL,Others,02/01/2012,3
Others,Ambulatory,TX,Obstetrics/Gynecology,11/01/2011,3
McKesson,Ambulatory,TN,Family Practice,09/01/2012,1
Others,Ambulatory,TX,Obstetrics/Gynecology,11/01/2012,6
GE Healthcare,Ambulatory,ND,Cardiovascular Disease (Cardiology),05/01/2012,10
NextGen,Ambulatory,NY,Internal Medicine,04/01/2012,12
Cerner,Ambulatory,FL,Others,11/01/2011,23
NextGen,Ambulatory,IL,Orthopedic Surgery,08/01/2012,1
GE Healthcare,Ambulatory,NE,General Surgery,04/01/2012,2
Others,Ambulatory,VA,Internal Medicine,06/01/2011,4
Others,Ambulatory,VA,Internal Medicine,06/01/2012,5
Epic,Ambulatory,CA,N/A,09/01/2011,1
eClinicalWorks LLC,Ambulatory,HI,Obstetrics/Gynecology,12/01/2012,2
Allscripts,Ambulatory,NJ,Others,07/01/2011,1
Allscripts,Ambulatory,NJ,Others,07/01/2012,8
Practice Fusion,Ambulatory,NY,Family Practice,10/01/2012,3
Allscripts,Ambulatory,NJ,General Surgery,01/01/2013,1
Others,Ambulatory,TN,Cardiovascular Disease (Cardiology),02/01/2012,1
Allscripts,Ambulatory,HI,Internal Medicine,12/01/2012,5
Allscripts,Ambulatory,HI,Internal Medicine,12/01/2011,8
Others,Ambulatory,TN,Others,07/01/2011,2
Others,Ambulatory,TN,Others,07/01/2012,7
Epic,Ambulatory,OH,Internal Medicine,04/01/2012,33
Others,Ambulatory,MA,Internal Medicine,12/01/2012,165
Cerner,Ambulatory,IL,Others,11/01/2012,1
McKesson,Ambulatory,NJ,Internal Medicine,12/01/2011,5
McKesson,Ambulatory,NJ,Internal Medicine,12/01/2012,9
eClinicalWorks LLC,Ambulatory,SC,General Surgery,01/01/2013,5
Allscripts,Ambulatory,MS,Gastroenterology,12/01/2012,3
Cerner,Ambulatory,MO,Obstetrics/Gynecology,01/01/2013,4
Cerner,Ambulatory,CT,Internal Medicine,01/01/2013,78
Cerner,Ambulatory,CT,Internal Medicine,01/01/2012,4
Allscripts,Ambulatory,CA,Optometry,12/01/2012,8
Cerner,Ambulatory,TX,Family Practice,08/01/2012,2
Practice Fusion,Ambulatory,FL,Podiatry,02/01/2012,18
GE Healthcare,Ambulatory,MA,Orthopedic Surgery,01/01/2013,15
eClinicalWorks LLC,Ambulatory,NE,Obstetrics/Gynecology,10/01/2012,1
Others,Ambulatory,NC,Optometry,03/01/2012,2
NextGen,Ambulatory,IL,Others,12/01/2011,7
Others,Ambulatory,NY,Obstetrics/Gynecology,09/01/2012,7
Others,Ambulatory,NY,Obstetrics/Gynecology,09/01/2011,3
NextGen,Ambulatory,IL,Others,12/01/2012,15
Allscripts,Ambulatory,MI,Family Practice,05/01/2012,9
NextGen,Ambulatory,MO,Cardiovascular Disease (Cardiology),01/01/2013,7
Allscripts,Ambulatory,VA,Orthopedic Surgery,12/01/2012,5
Allscripts,Ambulatory,VA,Orthopedic Surgery,12/01/2011,2
eClinicalWorks LLC,Ambulatory,FL,Obstetrics/Gynecology,07/01/2011,1
GE Healthcare,Ambulatory,OH,General Surgery,01/01/2012,2
GE Healthcare,Ambulatory,OH,General Surgery,01/01/2013,8
Allscripts,Ambulatory,CA,General Surgery,10/01/2011,1
Allscripts,Ambulatory,CA,General Surgery,10/01/2012,3
eClinicalWorks LLC,Ambulatory,WA,Internal Medicine,12/01/2011,2
eClinicalWorks LLC,Ambulatory,PA,Family Practice,01/01/2013,63
eClinicalWorks LLC,Ambulatory,PA,Family Practice,01/01/2012,19
Epic,Ambulatory,KY,Gastroenterology,09/01/2011,1
Practice Fusion,Ambulatory,NJ,Others,08/01/2011,1
eClinicalWorks LLC,Ambulatory,WA,Internal Medicine,12/01/2012,1
Practice Fusion,Ambulatory,NJ,Others,08/01/2012,2
Others,Ambulatory,AK,Internal Medicine,05/01/2012,1
Others,Ambulatory,TN,Gastroenterology,11/01/2012,3
Others,Ambulatory,OR,General Surgery,02/01/2012,1
Others,Ambulatory,KS,Orthopedic Surgery,09/01/2011,6
Practice Fusion,Ambulatory,MD,Cardiovascular Disease (Cardiology),01/01/2012,1
Practice Fusion,Ambulatory,MD,Cardiovascular Disease (Cardiology),01/01/2013,3
Others,Ambulatory,IN,Others,04/01/2012,14
eClinicalWorks LLC,Ambulatory,MA,Optometry,11/01/2012,1
Cerner,Ambulatory,MI,Family Practice,12/01/2012,9
Cerner,Ambulatory,MI,Family Practice,02/01/2012,1
Practice Fusion,Ambulatory,NJ,Internal Medicine,07/01/2012,6
Others,Ambulatory,IA,General Surgery,06/01/2012,1
eClinicalWorks LLC,Ambulatory,DC,Others,01/01/2013,1
GE Healthcare,Ambulatory,AZ,Cardiovascular Disease (Cardiology),09/01/2012,11
Others,Ambulatory,IL,Gastroenterology,01/01/2013,4
Others,Ambulatory,IL,Gastroenterology,01/01/2012,5
Epic,Ambulatory,NY,Cardiovascular Disease (Cardiology),09/01/2012,8
Epic,Ambulatory,NY,Cardiovascular Disease (Cardiology),09/01/2011,4
eClinicalWorks LLC,Ambulatory,KS,Obstetrics/Gynecology,01/01/2013,1
GE Healthcare,Ambulatory,WA,Podiatry,12/01/2012,1
Allscripts,Ambulatory,AL,Podiatry,01/01/2013,1
Allscripts,Ambulatory,AL,Podiatry,01/01/2012,1
Allscripts,Ambulatory,TX,Obstetrics/Gynecology,11/01/2012,1
Epic,Ambulatory,NH,Others,02/01/2012,2
Epic,Ambulatory,CA,Optometry,07/01/2012,1
Others,Ambulatory,RI,Cardiovascular Disease (Cardiology),11/01/2012,6
Others,Ambulatory,OH,Family Practice,11/01/2012,20
McKesson,Ambulatory,NE,General Surgery,09/01/2012,1
Others,Ambulatory,OH,Family Practice,11/01/2011,27
Others,Inpatient,SD,N/A,05/01/2012,1
Others,Ambulatory,VA,Gastroenterology,02/01/2012,4
Others,Ambulatory,HI,Optometry,01/01/2012,2
eClinicalWorks LLC,Ambulatory,PA,Internal Medicine,01/01/2013,24
eClinicalWorks LLC,Ambulatory,PA,Internal Medicine,01/01/2012,7
Epic,Ambulatory,MN,Orthopedic Surgery,07/01/2012,3
"Greenway Medical Technologies, Inc.",Ambulatory,IL,Gastroenterology,04/01/2012,1
Allscripts,Ambulatory,IL,Gastroenterology,09/01/2011,1
Practice Fusion,Ambulatory,FL,Podiatry,11/01/2012,10
Practice Fusion,Ambulatory,FL,Podiatry,11/01/2011,1
Others,Ambulatory,GA,Family Practice,02/01/2012,19
"Greenway Medical Technologies, Inc.",Ambulatory,MI,Internal Medicine,12/01/2012,2
NextGen,Ambulatory,IL,Orthopedic Surgery,01/01/2012,1
NextGen,Ambulatory,IL,Orthopedic Surgery,01/01/2013,15
eClinicalWorks LLC,Ambulatory,TX,Orthopedic Surgery,11/01/2011,1
Allscripts,Ambulatory,HI,Cardiovascular Disease (Cardiology),12/01/2012,1
NextGen,Ambulatory,NC,Orthopedic Surgery,11/01/2012,1
eClinicalWorks LLC,Ambulatory,TX,Internal Medicine,06/01/2012,8
eClinicalWorks LLC,Ambulatory,TX,Internal Medicine,06/01/2011,2
Allscripts,Ambulatory,MD,Others,08/01/2011,2
Epic,Ambulatory,VA,Family Practice,12/01/2012,2
Epic,Ambulatory,VA,Family Practice,12/01/2011,100
Allscripts,Ambulatory,CA,Obstetrics/Gynecology,01/01/2013,35
Others,Ambulatory,MO,Others,01/01/2013,312
Others,Ambulatory,PR,Family Practice,12/01/2012,3
Allscripts,Ambulatory,IL,Internal Medicine,09/01/2012,5
McKesson,Ambulatory,WA,Family Practice,09/01/2012,5
NextGen,Ambulatory,NC,Obstetrics/Gynecology,01/01/2012,1
McKesson,Ambulatory,NE,Family Practice,07/01/2012,1
Practice Fusion,Ambulatory,MI,Orthopedic Surgery,05/01/2012,2
Cerner,Ambulatory,CT,Podiatry,09/01/2012,1
eClinicalWorks LLC,Ambulatory,CO,Family Practice,01/01/2012,6
eClinicalWorks LLC,Ambulatory,CO,Family Practice,01/01/2013,8
NextGen,Ambulatory,WA,Others,01/01/2012,25
NextGen,Ambulatory,WA,Others,01/01/2013,34
eClinicalWorks LLC,Ambulatory,VA,Others,01/01/2012,4
Others,Ambulatory,NJ,Family Practice,12/01/2012,32
Others,Ambulatory,NJ,Family Practice,12/01/2011,22
Cerner,Ambulatory,GA,Obstetrics/Gynecology,06/01/2011,1
Allscripts,Inpatient,DE,Family Practice,11/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,IN,Others,12/01/2012,4
Others,Ambulatory,WI,Internal Medicine,09/01/2012,13
GE Healthcare,Ambulatory,OH,General Surgery,08/01/2012,1
GE Healthcare,Ambulatory,OH,General Surgery,08/01/2011,2
Others,Ambulatory,WI,Internal Medicine,09/01/2011,1
NextGen,Ambulatory,MT,Family Practice,12/01/2012,2
Epic,Ambulatory,ID,Others,10/01/2012,1
Epic,Ambulatory,NJ,Orthopedic Surgery,01/01/2013,2
Practice Fusion,Ambulatory,NY,Family Practice,05/01/2012,2
Cerner,Ambulatory,WA,Podiatry,01/01/2013,2
Epic,Ambulatory,IA,General Surgery,02/01/2012,1
eClinicalWorks LLC,Ambulatory,AL,Family Practice,11/01/2012,1
eClinicalWorks LLC,Ambulatory,AL,Family Practice,11/01/2011,2
"Greenway Medical Technologies, Inc.",Ambulatory,UT,Family Practice,09/01/2011,5
GE Healthcare,Ambulatory,TN,Family Practice,09/01/2012,3
eClinicalWorks LLC,Ambulatory,OH,Optometry,12/01/2011,2
Others,Ambulatory,TN,Gastroenterology,09/01/2012,4
Others,Ambulatory,DE,Obstetrics/Gynecology,04/01/2012,1
Epic,Ambulatory,LA,Internal Medicine,10/01/2012,19
Others,Ambulatory,FL,Optometry,07/01/2011,1
Others,Ambulatory,FL,Optometry,07/01/2012,9
Allscripts,Ambulatory,AR,Others,10/01/2011,6
Allscripts,Ambulatory,AR,Others,10/01/2012,1
NextGen,Ambulatory,OH,Obstetrics/Gynecology,08/01/2012,2
GE Healthcare,Ambulatory,AL,Internal Medicine,02/01/2012,3
Others,Ambulatory,PA,General Surgery,10/01/2012,8
eClinicalWorks LLC,Ambulatory,NC,Internal Medicine,08/01/2012,1
Others,Ambulatory,MN,Internal Medicine,08/01/2012,5
eClinicalWorks LLC,Ambulatory,NC,Internal Medicine,08/01/2011,6
GE Healthcare,Ambulatory,IL,Podiatry,10/01/2011,1
GE Healthcare,Ambulatory,IL,Podiatry,10/01/2012,1
Allscripts,Ambulatory,CT,Internal Medicine,12/01/2012,38
Allscripts,Ambulatory,CT,Internal Medicine,12/01/2011,1
Cerner,Ambulatory,NE,Others,09/01/2012,12
Epic,Ambulatory,HI,Internal Medicine,01/01/2013,36
Epic,Ambulatory,HI,Internal Medicine,01/01/2012,2
Allscripts,Ambulatory,IA,Family Practice,01/01/2012,5
Allscripts,Ambulatory,IA,Family Practice,01/01/2013,21
Allscripts,Ambulatory,FL,Podiatry,11/01/2012,4
Allscripts,Ambulatory,WI,Orthopedic Surgery,01/01/2012,3
Allscripts,Ambulatory,WI,Orthopedic Surgery,01/01/2013,1
Others,Ambulatory,AR,Family Practice,06/01/2012,5
Epic,Ambulatory,IA,Others,08/01/2012,25
Cerner,Inpatient,MI,Others,09/01/2012,3
Others,Ambulatory,MA,Orthopedic Surgery,01/01/2013,57
Allscripts,Ambulatory,IN,Obstetrics/Gynecology,10/01/2012,5
Allscripts,Ambulatory,TX,General Surgery,01/01/2013,7
eClinicalWorks LLC,Ambulatory,IL,Others,02/01/2012,3
Epic,Ambulatory,HI,Obstetrics/Gynecology,08/01/2012,1
eClinicalWorks LLC,Ambulatory,NY,Others,05/01/2011,2
eClinicalWorks LLC,Ambulatory,NY,Others,05/01/2012,11
Allscripts,Ambulatory,WV,Obstetrics/Gynecology,09/01/2012,1
Allscripts,Ambulatory,GA,General Surgery,07/01/2012,1
Cerner,Ambulatory,NJ,Family Practice,08/01/2011,1
Epic,Ambulatory,MI,Orthopedic Surgery,09/01/2012,1
Others,Ambulatory,LA,Others,06/01/2012,8
Practice Fusion,Ambulatory,TX,Family Practice,06/01/2012,1
GE Healthcare,Ambulatory,CA,Family Practice,07/01/2012,2
eClinicalWorks LLC,Ambulatory,SC,Internal Medicine,01/01/2012,1
eClinicalWorks LLC,Ambulatory,SC,Internal Medicine,01/01/2013,12
GE Healthcare,Ambulatory,MA,General Surgery,10/01/2012,2
Practice Fusion,Ambulatory,CA,Family Practice,12/01/2011,23
Practice Fusion,Ambulatory,CA,Family Practice,12/01/2012,19
Allscripts,Ambulatory,WV,Family Practice,10/01/2012,6
Allscripts,Ambulatory,WV,Family Practice,10/01/2011,3
"Greenway Medical Technologies, Inc.",Ambulatory,VA,Family Practice,08/01/2012,1
eClinicalWorks LLC,Ambulatory,GA,Obstetrics/Gynecology,01/01/2012,3
eClinicalWorks LLC,Ambulatory,GA,Obstetrics/Gynecology,01/01/2013,2
McKesson,Ambulatory,NM,Family Practice,12/01/2012,6
eClinicalWorks LLC,Ambulatory,WV,Podiatry,10/01/2012,1
McKesson,Ambulatory,FL,Podiatry,12/01/2012,1
Others,Ambulatory,SC,Others,12/01/2012,27
Others,Ambulatory,SC,Others,12/01/2011,24
McKesson,Ambulatory,FL,Podiatry,12/01/2011,1
Epic,Ambulatory,VT,Internal Medicine,11/01/2011,1
NextGen,Ambulatory,NY,Family Practice,04/01/2012,7
Epic,Ambulatory,SD,Orthopedic Surgery,11/01/2012,1
Others,Ambulatory,WI,Others,12/01/2011,18
Others,Ambulatory,PA,Orthopedic Surgery,12/01/2012,15
Others,Ambulatory,WI,Others,12/01/2012,78
Others,Ambulatory,GA,Gastroenterology,11/01/2011,1
Others,Ambulatory,GA,Gastroenterology,11/01/2012,22
Allscripts,Ambulatory,NE,Cardiovascular Disease (Cardiology),12/01/2012,17
GE Healthcare,Ambulatory,AL,Others,06/01/2012,1
Others,Inpatient,MA,N/A,02/01/2012,14
Cerner,Inpatient,MO,N/A,07/01/2011,1
Others,Inpatient,SD,N/A,10/01/2012,16
Epic,Ambulatory,WI,Family Practice,10/01/2011,55
Epic,Ambulatory,WI,Family Practice,10/01/2012,100
NextGen,Ambulatory,MI,Internal Medicine,09/01/2012,1
Epic,Inpatient,VA,N/A,09/01/2011,7
Allscripts,Ambulatory,OR,General Surgery,12/01/2012,2
NextGen,Ambulatory,OH,Others,05/01/2011,3
GE Healthcare,Ambulatory,AZ,Others,01/01/2013,25
GE Healthcare,Ambulatory,AZ,Others,01/01/2012,10
Others,Inpatient,NY,N/A,11/01/2011,1
Cerner,Inpatient,MO,Podiatry,10/01/2012,1
Practice Fusion,Ambulatory,SC,Others,01/01/2012,2
Practice Fusion,Ambulatory,SC,Others,01/01/2013,4
