Vendor Name,Product Setting,Business State/Territory,Specialty,Attestation Date,Attestations
Others,Ambulatory,TN,Optometry,02/2012,13
McKesson,Inpatient,IA,N/A,03/2012,1
GE Healthcare,Ambulatory,OH,Internal Medicine,09/2012,4
Allscripts,Ambulatory,IL,Podiatry,01/2013,1
GE Healthcare,Ambulatory,WA,Family Practice,02/2012,25
Practice Fusion,Ambulatory,NJ,Orthopedic Surgery,01/2013,3
Cerner,Ambulatory,GA,Internal Medicine,05/2012,2
NextGen,Ambulatory,AR,Orthopedic Surgery,12/2012,11
GE Healthcare,Ambulatory,WI,Family Practice,01/2012,1
GE Healthcare,Ambulatory,WI,Family Practice,01/2013,11
Allscripts,Ambulatory,PA,Podiatry,02/2012,2
eClinicalWorks LLC,Ambulatory,NC,Family Practice,06/2012,2
Allscripts,Inpatient,IL,N/A,10/2011,2
McKesson,Ambulatory,VA,Others,10/2012,27
NextGen,Ambulatory,OK,Others,08/2011,1
Others,Ambulatory,OR,Family Practice,06/2012,4
Greenway Medical,Ambulatory,VA,Family Practice,11/2012,3
Greenway Medical,Ambulatory,VA,Family Practice,11/2011,8
Others,Ambulatory,NH,Optometry,12/2011,2
Others,Ambulatory,NH,Optometry,12/2012,10
Others,Ambulatory,SD,Optometry,11/2012,3
Others,Ambulatory,SD,Optometry,11/2011,4
Allscripts,Inpatient,WI,Internal Medicine,11/2012,3
Others,Ambulatory,OR,Podiatry,12/2011,2
Others,Ambulatory,OR,Podiatry,12/2012,1
Epic,Ambulatory,MN,Others,05/2012,10
Allscripts,Ambulatory,VA,Internal Medicine,06/2012,10
Others,Ambulatory,OK,Orthopedic Surgery,10/2011,1
McKesson,Ambulatory,MD,General Surgery,12/2012,1
Epic,Ambulatory,VA,Others,05/2012,2
eClinicalWorks LLC,Ambulatory,CA,Gastroenterology,12/2011,3
GE Healthcare,Ambulatory,WA,Podiatry,09/2012,4
eClinicalWorks LLC,Ambulatory,SD,General Surgery,02/2012,1
Epic,Ambulatory,MS,Family Practice,08/2012,4
NextGen,Ambulatory,IL,Gastroenterology,02/2012,1
Others,Ambulatory,GA,Internal Medicine,07/2012,7
Others,Inpatient,FL,N/A,02/2012,2
GE Healthcare,Ambulatory,GA,Family Practice,11/2011,21
Practice Fusion,Ambulatory,OH,Podiatry,08/2012,2
Others,Ambulatory,MO,Gastroenterology,06/2012,1
Epic,Ambulatory,WA,Orthopedic Surgery,12/2012,1
NextGen,Ambulatory,MT,Internal Medicine,10/2012,10
eClinicalWorks LLC,Ambulatory,CO,Obstetrics/Gynecology,02/2012,2
Others,Inpatient,LA,N/A,07/2011,1
Others,Inpatient,LA,N/A,07/2012,5
eClinicalWorks LLC,Ambulatory,NJ,Others,12/2012,9
eClinicalWorks LLC,Ambulatory,NJ,Others,12/2011,13
Others,Inpatient,NE,N/A,01/2012,1
Others,Inpatient,NE,N/A,01/2013,1
Others,Ambulatory,GA,Cardiology,08/2012,18
Others,Ambulatory,GA,Cardiology,08/2011,2
Greenway Medical,Ambulatory,KY,Internal Medicine,07/2012,3
eClinicalWorks LLC,Ambulatory,RI,Podiatry,12/2011,3
Others,Ambulatory,MD,Gastroenterology,08/2012,7
GE Healthcare,Ambulatory,OR,Others,09/2011,17
GE Healthcare,Ambulatory,OR,Others,09/2012,1
Greenway Medical,Ambulatory,MA,Obstetrics/Gynecology,12/2011,5
Others,Ambulatory,NC,Podiatry,04/2012,1
Epic,Ambulatory,OH,Orthopedic Surgery,12/2012,5
Epic,Ambulatory,OH,Orthopedic Surgery,12/2011,8
Greenway Medical,Ambulatory,CA,Family Practice,07/2012,5
GE Healthcare,Ambulatory,IN,Gastroenterology,10/2012,1
Allscripts,Ambulatory,WV,Cardiology,09/2012,2
Others,Inpatient,MS,N/A,08/2011,1
Others,Inpatient,MS,N/A,08/2012,8
Epic,Ambulatory,OH,Cardiology,06/2012,2
Epic,Ambulatory,OH,Cardiology,06/2011,4
NextGen,Ambulatory,IL,Orthopedic Surgery,06/2012,14
Greenway Medical,Ambulatory,CO,Others,04/2012,4
Others,Ambulatory,NH,Family Practice,07/2012,1
Cerner,Ambulatory,DE,Family Practice,11/2011,14
Cerner,Ambulatory,DE,Family Practice,11/2012,3
Others,Ambulatory,OK,Family Practice,05/2012,3
Epic,Ambulatory,IL,Others,11/2012,45
Others,Ambulatory,MA,General Surgery,08/2012,5
Others,Inpatient,MT,Family Practice,07/2012,48
Others,Ambulatory,CO,Internal Medicine,07/2011,1
Others,Inpatient,WV,N/A,11/2012,3
Others,Ambulatory,IN,Family Practice,08/2012,21
Cerner,Inpatient,MO,General Surgery,07/2012,4
eClinicalWorks LLC,Ambulatory,OR,Family Practice,08/2011,1
Allscripts,Ambulatory,MI,Obstetrics/Gynecology,10/2012,2
NextGen,Ambulatory,AZ,General Surgery,04/2012,2
Epic,Inpatient,ND,N/A,03/2012,2
Others,Ambulatory,NJ,Internal Medicine,08/2012,22
Others,Ambulatory,NJ,Internal Medicine,08/2011,8
Epic,Ambulatory,OH,Internal Medicine,08/2012,24
Epic,Ambulatory,OH,Internal Medicine,08/2011,52
McKesson,Ambulatory,FL,Podiatry,04/2012,1
Cerner,Inpatient,AR,N/A,09/2011,2
NextGen,Ambulatory,NY,Cardiology,10/2012,1
Practice Fusion,Ambulatory,OH,Orthopedic Surgery,02/2012,1
GE Healthcare,Ambulatory,MN,Podiatry,01/2013,1
NextGen,Ambulatory,VT,Optometry,10/2011,2
Epic,Ambulatory,WA,Podiatry,12/2011,1
Epic,Ambulatory,WA,Podiatry,12/2012,1
Others,Ambulatory,KS,Others,09/2011,2
Allscripts,Ambulatory,CA,Others,11/2011,3
Epic,Inpatient,WI,N/A,04/2011,1
Others,Ambulatory,CT,Internal Medicine,08/2012,15
Others,Ambulatory,CT,Internal Medicine,08/2011,3
Others,Inpatient,KS,Optometry,12/2012,1
NextGen,Ambulatory,AR,Cardiology,05/2012,1
Allscripts,Ambulatory,CA,Family Practice,08/2011,2
Allscripts,Ambulatory,CA,Family Practice,08/2012,4
Others,Ambulatory,FL,General Surgery,01/2012,20
Others,Ambulatory,WY,Podiatry,05/2011,1
Allscripts,Ambulatory,NV,Optometry,01/2013,1
Others,Inpatient,MA,N/A,08/2012,7
Others,Inpatient,MA,N/A,08/2011,1
GE Healthcare,Ambulatory,NY,Obstetrics/Gynecology,12/2011,1
Others,Ambulatory,VA,Others,07/2012,18
Others,Ambulatory,VA,Others,07/2011,3
GE Healthcare,Ambulatory,IN,General Surgery,01/2013,1
Others,Ambulatory,RI,Others,06/2011,2
Others,Ambulatory,CA,Gastroenterology,07/2012,5
Others,Ambulatory,CA,Gastroenterology,07/2011,5
Others,Ambulatory,OR,Obstetrics/Gynecology,10/2011,2
Others,Ambulatory,OR,Obstetrics/Gynecology,10/2012,9
eClinicalWorks LLC,Ambulatory,UT,General Surgery,11/2012,1
Practice Fusion,Ambulatory,NJ,Cardiology,01/2013,3
Practice Fusion,Ambulatory,NJ,Cardiology,01/2012,2
Epic,Ambulatory,FL,Obstetrics/Gynecology,12/2012,4
Epic,Ambulatory,WI,Cardiology,08/2011,7
eClinicalWorks LLC,Ambulatory,HI,Orthopedic Surgery,06/2012,1
eClinicalWorks LLC,Ambulatory,TX,Others,12/2012,27
Greenway Medical,Ambulatory,AL,Orthopedic Surgery,12/2012,9
Epic,Ambulatory,CA,Internal Medicine,04/2011,10
Allscripts,Ambulatory,OH,Cardiology,11/2012,11
GE Healthcare,Ambulatory,AL,Cardiology,02/2012,2
Cerner,Ambulatory,MA,Family Practice,12/2012,1
Cerner,Ambulatory,MA,Family Practice,12/2011,16
Allscripts,Ambulatory,MA,Internal Medicine,12/2011,155
Allscripts,Ambulatory,MA,Internal Medicine,12/2012,4
NextGen,Ambulatory,CO,Others,12/2012,14
Greenway Medical,Ambulatory,KS,Family Practice,12/2012,3
Epic,Ambulatory,IL,Others,01/2013,203
Epic,Ambulatory,IL,Others,01/2012,400
eClinicalWorks LLC,Ambulatory,GA,Family Practice,05/2012,2
Epic,Ambulatory,MN,Orthopedic Surgery,11/2012,12
Epic,Ambulatory,MN,Orthopedic Surgery,11/2011,13
GE Healthcare,Ambulatory,WI,Podiatry,01/2013,1
Epic,Ambulatory,IL,Cardiology,10/2012,6
Others,Ambulatory,VT,Others,10/2011,4
Practice Fusion,Ambulatory,GA,Others,04/2012,1
Epic,Ambulatory,FL,Internal Medicine,08/2011,2
Epic,Ambulatory,FL,Internal Medicine,08/2012,16
eClinicalWorks LLC,Ambulatory,MD,Cardiology,09/2012,1
Allscripts,Ambulatory,IN,Family Practice,06/2012,8
Allscripts,Ambulatory,OH,Obstetrics/Gynecology,09/2012,1
Greenway Medical,Ambulatory,NH,Internal Medicine,01/2013,8
Epic,Ambulatory,WV,Family Practice,02/2012,20
eClinicalWorks LLC,Ambulatory,CA,Cardiology,12/2011,20
Epic,Ambulatory,VT,Others,01/2012,1
Epic,Ambulatory,VT,Others,01/2013,61
GE Healthcare,Ambulatory,MS,Cardiology,01/2013,2
Practice Fusion,Ambulatory,MI,Internal Medicine,07/2012,1
Others,Ambulatory,AR,Optometry,12/2012,4
Others,Ambulatory,AR,Optometry,12/2011,4
Others,Ambulatory,CA,Others,04/2012,60
Others,Ambulatory,CA,Others,04/2011,4
Greenway Medical,Ambulatory,WV,Family Practice,09/2012,2
Greenway Medical,Ambulatory,WV,Family Practice,09/2011,1
Others,Ambulatory,CT,Gastroenterology,11/2012,7
Others,Ambulatory,CT,Gastroenterology,11/2011,2
eClinicalWorks LLC,Ambulatory,MD,Internal Medicine,01/2012,1
eClinicalWorks LLC,Ambulatory,MD,Internal Medicine,01/2013,8
Others,Ambulatory,MS,Optometry,12/2012,12
Others,Ambulatory,MS,Optometry,12/2011,2
Allscripts,Ambulatory,TN,General Surgery,05/2012,2
eClinicalWorks LLC,Ambulatory,VA,Internal Medicine,09/2012,12
Others,Inpatient,KS,N/A,01/2013,2
Others,Inpatient,KS,N/A,01/2012,5
GE Healthcare,Ambulatory,NJ,Others,01/2013,23
Allscripts,Ambulatory,CA,General Surgery,12/2011,3
Allscripts,Ambulatory,OH,Orthopedic Surgery,08/2012,2
Cerner,Ambulatory,TX,Others,12/2012,3
Allscripts,Ambulatory,CA,General Surgery,12/2012,3
eClinicalWorks LLC,Ambulatory,GA,Cardiology,01/2012,3
eClinicalWorks LLC,Ambulatory,GA,Cardiology,01/2013,7
Cerner,Ambulatory,CA,Others,10/2012,2
Practice Fusion,Ambulatory,MO,Others,04/2012,1
Cerner,Inpatient,MI,Internal Medicine,10/2012,2
Others,Ambulatory,AR,Cardiology,10/2012,27
Greenway Medical,Ambulatory,TN,Internal Medicine,11/2011,2
eClinicalWorks LLC,Ambulatory,WY,Family Practice,10/2012,1
Others,Ambulatory,LA,Cardiology,02/2012,1
Others,Ambulatory,IA,Podiatry,10/2011,3
Allscripts,Ambulatory,NY,Cardiology,05/2012,3
Others,Ambulatory,IA,Podiatry,10/2012,2
Cerner,Ambulatory,GA,Gastroenterology,01/2013,4
eClinicalWorks LLC,Ambulatory,VA,Family Practice,10/2012,3
eClinicalWorks LLC,Ambulatory,VA,Family Practice,10/2011,3
NextGen,Ambulatory,CA,Podiatry,11/2012,1
eClinicalWorks LLC,Ambulatory,CA,Internal Medicine,10/2011,7
eClinicalWorks LLC,Ambulatory,VA,Internal Medicine,12/2011,1
eClinicalWorks LLC,Ambulatory,VA,Internal Medicine,12/2012,1
eClinicalWorks LLC,Ambulatory,CA,Internal Medicine,10/2012,7
McKesson,Ambulatory,TN,Internal Medicine,08/2012,1
Practice Fusion,Ambulatory,VA,Gastroenterology,01/2013,2
GE Healthcare,Ambulatory,KS,Family Practice,02/2012,1
GE Healthcare,Ambulatory,TX,Internal Medicine,07/2012,5
Allscripts,Ambulatory,AZ,Orthopedic Surgery,12/2012,25
Others,Ambulatory,CA,Podiatry,08/2012,8
Others,Ambulatory,CA,Podiatry,08/2011,8
eClinicalWorks LLC,Ambulatory,MA,Podiatry,10/2012,4
Allscripts,Ambulatory,OR,Orthopedic Surgery,07/2012,5
Cerner,Inpatient,KS,Family Practice,02/2012,10
Others,Inpatient,WV,N/A,05/2012,1
Others,Ambulatory,CT,Internal Medicine,07/2012,6
Epic,Ambulatory,CA,Optometry,08/2012,1
GE Healthcare,Ambulatory,DE,Podiatry,01/2013,1
GE Healthcare,Ambulatory,DE,Podiatry,01/2012,1
NextGen,Ambulatory,VA,General Surgery,12/2012,4
eClinicalWorks LLC,Ambulatory,IN,Others,09/2012,7
NextGen,Ambulatory,OH,Gastroenterology,01/2013,8
GE Healthcare,Ambulatory,CO,General Surgery,06/2012,1
Others,Ambulatory,SD,General Surgery,12/2011,3
Others,Ambulatory,AL,Podiatry,02/2012,3
Greenway Medical,Ambulatory,MN,Family Practice,12/2011,12
NextGen,Ambulatory,WI,Others,01/2013,29
Epic,Ambulatory,MI,Orthopedic Surgery,12/2012,3
Epic,Ambulatory,MI,Orthopedic Surgery,12/2011,2
Others,Ambulatory,HI,Others,10/2011,2
Others,Ambulatory,HI,Others,10/2012,1
Epic,Ambulatory,OR,Family Practice,05/2012,1
GE Healthcare,Ambulatory,FL,Obstetrics/Gynecology,07/2012,2
Epic,Ambulatory,WA,Gastroenterology,02/2012,11
GE Healthcare,Ambulatory,FL,Obstetrics/Gynecology,07/2011,4
eClinicalWorks LLC,Ambulatory,CA,Orthopedic Surgery,08/2012,1
GE Healthcare,Ambulatory,NM,Gastroenterology,10/2012,1
Epic,Ambulatory,WI,Orthopedic Surgery,06/2012,3
eClinicalWorks LLC,Ambulatory,DE,Others,09/2011,2
Others,Ambulatory,SC,Internal Medicine,10/2012,10
Greenway Medical,Ambulatory,OH,Obstetrics/Gynecology,10/2011,8
Greenway Medical,Ambulatory,TX,Family Practice,05/2011,5
Greenway Medical,Ambulatory,VA,Orthopedic Surgery,11/2012,4
Others,Ambulatory,NC,General Surgery,01/2012,2
Others,Ambulatory,NC,General Surgery,01/2013,13
Others,Inpatient,MO,N/A,04/2012,8
NextGen,Ambulatory,VA,Others,08/2012,13
Allscripts,Ambulatory,SC,Obstetrics/Gynecology,04/2012,1
Cerner,Ambulatory,WI,Obstetrics/Gynecology,06/2011,1
Others,Inpatient,NJ,N/A,11/2012,23
Others,Inpatient,NJ,N/A,11/2011,6
McKesson,Ambulatory,KS,Family Practice,08/2012,1
Others,Ambulatory,WY,Others,09/2012,1
McKesson,Ambulatory,KS,Family Practice,08/2011,1
Practice Fusion,Ambulatory,WA,Others,02/2012,3
Others,Inpatient,WY,N/A,09/2012,4
NextGen,Ambulatory,MN,Others,05/2012,1
eClinicalWorks LLC,Ambulatory,NJ,Others,08/2012,1
NextGen,Ambulatory,NH,Others,09/2012,3
NextGen,Ambulatory,NH,Others,09/2011,20
McKesson,Ambulatory,CA,Obstetrics/Gynecology,12/2011,3
Epic,Ambulatory,NC,Orthopedic Surgery,12/2012,4
Cerner,Ambulatory,OH,Family Practice,04/2012,4
Practice Fusion,Ambulatory,IN,Others,04/2012,2
Others,Ambulatory,AL,Orthopedic Surgery,09/2012,1
Allscripts,Ambulatory,MO,Obstetrics/Gynecology,01/2013,6
Others,Ambulatory,WY,Family Practice,09/2011,1
Others,Ambulatory,RI,Internal Medicine,08/2012,1
Others,Ambulatory,PA,General Surgery,02/2012,5
Allscripts,Inpatient,FL,N/A,08/2012,3
Others,Ambulatory,HI,Optometry,07/2012,1
Cerner,Ambulatory,WI,Others,12/2011,1
Others,Ambulatory,NE,Cardiology,01/2013,1
NextGen,Ambulatory,NC,Orthopedic Surgery,11/2012,1
Practice Fusion,Ambulatory,NC,Family Practice,08/2012,1
Greenway Medical,Ambulatory,CT,Internal Medicine,09/2012,1
Cerner,Ambulatory,MI,Podiatry,01/2013,13
NextGen,Ambulatory,NH,Orthopedic Surgery,12/2011,1
Others,Ambulatory,FL,Family Practice,12/2012,70
Others,Ambulatory,FL,Family Practice,12/2011,46
Practice Fusion,Ambulatory,IL,Internal Medicine,07/2012,2
Greenway Medical,Ambulatory,GA,Family Practice,06/2012,1
McKesson,Ambulatory,IA,General Surgery,12/2012,2
Others,Inpatient,WI,N/A,08/2012,8
GE Healthcare,Ambulatory,IL,Others,02/2012,9
Greenway Medical,Ambulatory,OH,Internal Medicine,01/2013,1
eClinicalWorks LLC,Ambulatory,AL,Others,10/2012,4
Others,Ambulatory,AZ,Optometry,02/2012,11
Allscripts,Ambulatory,OK,General Surgery,09/2012,1
Others,Ambulatory,NM,Others,07/2012,3
NextGen,Ambulatory,PA,Cardiology,08/2012,1
Others,Inpatient,TX,N/A,01/2013,6
Others,Inpatient,TX,N/A,01/2012,2
McKesson,Ambulatory,NJ,Family Practice,01/2013,10
Others,Ambulatory,MS,Podiatry,07/2012,1
Practice Fusion,Ambulatory,OH,Internal Medicine,05/2012,1
McKesson,Ambulatory,VA,Podiatry,10/2012,1
NextGen,Ambulatory,OK,Family Practice,07/2012,1
GE Healthcare,Ambulatory,TX,General Surgery,06/2012,2
Others,Inpatient,CA,Others,02/2012,1
Others,Ambulatory,KY,Internal Medicine,04/2012,4
eClinicalWorks LLC,Ambulatory,MI,Internal Medicine,11/2011,17
eClinicalWorks LLC,Ambulatory,MI,Internal Medicine,11/2012,12
NextGen,Ambulatory,TN,General Surgery,08/2012,1
Allscripts,Ambulatory,OH,Gastroenterology,12/2012,24
Epic,Ambulatory,KY,Gastroenterology,01/2013,3
Epic,Ambulatory,KY,Gastroenterology,01/2012,1
GE Healthcare,Ambulatory,OH,Others,02/2012,1
Others,Ambulatory,TN,Internal Medicine,02/2012,7
NextGen,Ambulatory,VA,Cardiology,02/2012,15
eClinicalWorks LLC,Ambulatory,OK,Others,07/2012,1
Others,Ambulatory,AL,Family Practice,04/2012,18
Others,Ambulatory,VT,Others,05/2012,2
Others,Ambulatory,MI,Podiatry,11/2012,8
Others,Ambulatory,MI,Podiatry,11/2011,10
Allscripts,Ambulatory,OK,Family Practice,07/2012,5
eClinicalWorks LLC,Ambulatory,LA,Others,05/2012,3
NextGen,Ambulatory,MS,Others,08/2012,5
Greenway Medical,Ambulatory,OH,General Surgery,12/2011,8
Others,Ambulatory,UT,Family Practice,02/2012,5
Epic,Ambulatory,CT,Family Practice,01/2013,1
Others,Ambulatory,VA,Podiatry,07/2012,1
NextGen,Ambulatory,NJ,Gastroenterology,12/2011,1
Others,Ambulatory,MN,Obstetrics/Gynecology,02/2012,6
Others,Ambulatory,NY,General Surgery,09/2012,2
eClinicalWorks LLC,Ambulatory,TX,Others,08/2011,4
eClinicalWorks LLC,Ambulatory,TX,Others,08/2012,5
GE Healthcare,Ambulatory,ME,Others,08/2012,1
GE Healthcare,Ambulatory,CA,Podiatry,10/2012,2
Practice Fusion,Ambulatory,PA,Podiatry,02/2012,5
GE Healthcare,Ambulatory,CA,Podiatry,10/2011,1
GE Healthcare,Ambulatory,VA,Orthopedic Surgery,02/2012,4
Allscripts,Ambulatory,NY,Others,11/2011,4
McKesson,Inpatient,NH,N/A,05/2012,1
Epic,Ambulatory,KY,Family Practice,09/2011,1
Others,Ambulatory,WV,Gastroenterology,12/2011,2
Allscripts,Ambulatory,WV,Cardiology,12/2011,1
Epic,Ambulatory,KY,Family Practice,09/2012,1
Others,Ambulatory,NJ,Gastroenterology,05/2011,1
Others,Ambulatory,NJ,Gastroenterology,05/2012,7
Epic,Ambulatory,VA,Family Practice,07/2011,36
Practice Fusion,Ambulatory,MD,General Surgery,12/2012,1
McKesson,Ambulatory,NE,Others,11/2012,15
NextGen,Ambulatory,ID,General Surgery,12/2012,4
Epic,Ambulatory,IA,Internal Medicine,10/2012,1
eClinicalWorks LLC,Ambulatory,NY,Cardiology,07/2012,3
Others,Ambulatory,NJ,Family Practice,10/2012,18
Others,Ambulatory,NJ,Family Practice,10/2011,21
Epic,Ambulatory,SD,Internal Medicine,10/2011,1
Allscripts,Ambulatory,NY,Orthopedic Surgery,10/2012,7
GE Healthcare,Ambulatory,MO,Others,09/2012,1
Others,Ambulatory,IL,Podiatry,05/2012,9
GE Healthcare,Ambulatory,MD,Internal Medicine,08/2012,7
Cerner,Inpatient,CA,N/A,01/2012,6
eClinicalWorks LLC,Ambulatory,FL,General Surgery,04/2012,2
Epic,Ambulatory,PA,Cardiology,10/2011,2
Epic,Ambulatory,PA,Cardiology,10/2012,23
NextGen,Ambulatory,VA,Gastroenterology,01/2013,1
Allscripts,Ambulatory,CA,Family Practice,04/2012,14
Others,Ambulatory,IN,Internal Medicine,11/2011,2
Others,Ambulatory,IN,Internal Medicine,11/2012,4
Cerner,Ambulatory,MA,General Surgery,12/2011,29
Allscripts,Ambulatory,FL,Gastroenterology,06/2012,1
Others,Ambulatory,TN,Cardiology,12/2012,1
Others,Ambulatory,TN,Cardiology,12/2011,1
Others,Ambulatory,DE,Obstetrics/Gynecology,01/2012,4
Others,Ambulatory,AZ,Podiatry,08/2012,9
Practice Fusion,Ambulatory,UT,Others,01/2012,3
Practice Fusion,Ambulatory,UT,Others,01/2013,3
Others,Ambulatory,TX,Podiatry,06/2011,1
Others,Ambulatory,TX,Podiatry,06/2012,7
Allscripts,Ambulatory,NJ,Obstetrics/Gynecology,01/2013,7
GE Healthcare,Ambulatory,WA,Obstetrics/Gynecology,11/2012,1
McKesson,Ambulatory,AL,Internal Medicine,01/2012,1
McKesson,Ambulatory,AL,Internal Medicine,01/2013,3
eClinicalWorks LLC,Ambulatory,CT,Others,12/2011,1
NextGen,Ambulatory,CO,Gastroenterology,04/2012,1
Epic,Ambulatory,VA,Gastroenterology,01/2012,2
eClinicalWorks LLC,Ambulatory,CO,Others,02/2012,2
McKesson,Ambulatory,NE,Orthopedic Surgery,12/2011,3
McKesson,Ambulatory,IL,Others,11/2012,8
NextGen,Ambulatory,CO,Family Practice,12/2011,32
NextGen,Ambulatory,CO,Family Practice,12/2012,3
Allscripts,Ambulatory,DE,Orthopedic Surgery,10/2012,2
Epic,Ambulatory,MA,General Surgery,01/2013,15
Epic,Ambulatory,MA,Orthopedic Surgery,10/2011,5
Greenway Medical,Ambulatory,MI,Others,09/2012,5
Greenway Medical,Ambulatory,FL,Orthopedic Surgery,11/2012,2
Others,Ambulatory,AL,Optometry,08/2012,3
Greenway Medical,Ambulatory,FL,Orthopedic Surgery,11/2011,1
Others,Ambulatory,ID,Others,02/2012,5
Allscripts,Inpatient,NJ,Others,01/2013,1
Others,Ambulatory,MA,Obstetrics/Gynecology,02/2012,21
Others,Ambulatory,GA,Orthopedic Surgery,01/2013,5
Others,Ambulatory,GA,Orthopedic Surgery,01/2012,8
Allscripts,Ambulatory,CT,Gastroenterology,10/2012,1
Allscripts,Ambulatory,IL,Orthopedic Surgery,09/2012,1
NextGen,Ambulatory,TN,Internal Medicine,07/2012,3
Allscripts,Ambulatory,PA,Gastroenterology,07/2012,8
Cerner,Ambulatory,TX,Internal Medicine,04/2011,1
Allscripts,Ambulatory,MI,Family Practice,12/2011,36
Allscripts,Ambulatory,MI,Family Practice,12/2012,33
Epic,Ambulatory,MN,Cardiology,11/2012,6
Others,Ambulatory,CT,General Surgery,10/2012,3
Epic,Ambulatory,MN,Cardiology,11/2011,70
Practice Fusion,Ambulatory,GA,General Surgery,01/2012,1
Practice Fusion,Ambulatory,GA,General Surgery,01/2013,2
Others,Ambulatory,OH,Podiatry,12/2011,26
NextGen,Ambulatory,NE,Others,01/2012,1
NextGen,Ambulatory,NE,Others,01/2013,2
Others,Ambulatory,SD,Podiatry,09/2011,1
Allscripts,Ambulatory,FL,Gastroenterology,01/2013,13
eClinicalWorks LLC,Ambulatory,PA,Family Practice,04/2012,5
McKesson,Ambulatory,FL,Family Practice,10/2012,2
Others,Ambulatory,NY,Gastroenterology,10/2012,10
Others,Ambulatory,NY,Gastroenterology,10/2011,11
Epic,Ambulatory,MA,General Surgery,09/2011,1
Intermountain Healthcare,Ambulatory,UT,Family Practice,12/2012,357
Epic,Ambulatory,WI,General Surgery,11/2012,7
NextGen,Ambulatory,NJ,Internal Medicine,12/2011,3
McKesson,Ambulatory,GA,Others,01/2012,7
McKesson,Ambulatory,GA,Others,01/2013,9
McKesson,Ambulatory,AL,Gastroenterology,01/2013,1
Allscripts,Ambulatory,NY,Cardiology,09/2012,3
Others,Ambulatory,UT,Others,12/2011,19
Others,Ambulatory,NY,Orthopedic Surgery,04/2012,10
Others,Ambulatory,NY,Orthopedic Surgery,04/2011,1
Others,Ambulatory,UT,Others,12/2012,26
Epic,Ambulatory,MO,Family Practice,03/2012,3
Practice Fusion,Ambulatory,PA,Others,05/2012,2
Others,Ambulatory,PA,Orthopedic Surgery,05/2012,2
Others,Ambulatory,PA,Orthopedic Surgery,05/2011,1
McKesson,Ambulatory,FL,Others,11/2011,1
McKesson,Ambulatory,FL,Others,11/2012,3
NextGen,Ambulatory,CT,Cardiology,11/2011,1
Practice Fusion,Ambulatory,MS,Internal Medicine,12/2011,1
Practice Fusion,Ambulatory,MS,Internal Medicine,12/2012,1
Others,Ambulatory,OH,Gastroenterology,08/2011,4
Allscripts,Ambulatory,CA,Others,10/2012,42
Others,Ambulatory,OH,Gastroenterology,08/2012,1
GE Healthcare,Ambulatory,NC,Internal Medicine,02/2012,1
Others,Ambulatory,ME,Others,11/2012,9
Others,Ambulatory,ME,Others,11/2011,7
Epic,Ambulatory,MD,Family Practice,11/2012,3
Others,Ambulatory,VA,General Surgery,07/2012,1
Allscripts,Ambulatory,MN,Family Practice,11/2012,19
Allscripts,Ambulatory,MN,Family Practice,11/2011,4
Others,Ambulatory,SC,Optometry,04/2012,9
Practice Fusion,Ambulatory,AZ,Family Practice,12/2012,1
Cerner,Inpatient,IN,Obstetrics/Gynecology,10/2012,6
McKesson,Ambulatory,GA,Others,09/2012,3
Others,Ambulatory,VI,Others,11/2011,1
Others,Ambulatory,MA,Cardiology,10/2012,17
NextGen,Ambulatory,OH,Others,05/2011,3
Others,Ambulatory,MA,Podiatry,09/2012,5
Others,Ambulatory,MA,Podiatry,09/2011,3
Epic,Ambulatory,PW,Others,12/2011,2
Practice Fusion,Ambulatory,FL,Others,07/2012,7
Practice Fusion,Ambulatory,FL,Others,07/2011,1
NextGen,Ambulatory,TX,Family Practice,09/2011,4
Epic,Ambulatory,NY,Internal Medicine,04/2012,28
Practice Fusion,Ambulatory,WA,Family Practice,10/2012,1
Practice Fusion,Ambulatory,MA,Gastroenterology,11/2012,2
Epic,Ambulatory,OH,Podiatry,05/2012,3
Others,Ambulatory,MI,Family Practice,05/2012,5
Allscripts,Ambulatory,CT,Obstetrics/Gynecology,06/2012,2
Allscripts,Ambulatory,NY,Family Practice,08/2012,2
Allscripts,Ambulatory,NY,Family Practice,08/2011,2
NextGen,Ambulatory,MT,Family Practice,06/2012,1
Epic,Ambulatory,NH,Family Practice,01/2013,5
eClinicalWorks LLC,Ambulatory,PA,Others,04/2012,10
Allscripts,Inpatient,TX,Family Practice,10/2012,1
Allscripts,Ambulatory,VA,Podiatry,08/2012,1
Others,Ambulatory,CT,Podiatry,01/2012,7
Others,Ambulatory,CT,Podiatry,01/2013,35
McKesson,Ambulatory,KS,Orthopedic Surgery,12/2011,1
McKesson,Ambulatory,KS,Orthopedic Surgery,12/2012,1
Others,Ambulatory,SD,Orthopedic Surgery,11/2012,17
Others,Ambulatory,SD,Orthopedic Surgery,11/2011,2
eClinicalWorks LLC,Ambulatory,ME,Others,07/2011,1
Epic,Ambulatory,OR,Internal Medicine,12/2012,27
Others,Ambulatory,MO,Orthopedic Surgery,10/2012,3
Others,Ambulatory,MO,Orthopedic Surgery,10/2011,1
eClinicalWorks LLC,Ambulatory,AZ,Family Practice,06/2012,3
GE Healthcare,Ambulatory,MN,Orthopedic Surgery,11/2012,3
McKesson,Ambulatory,TX,Others,08/2012,15
